"","chr","start","end","Cn_R_group"
"union_peak_13519","chr16",59451610,59452351,"AB"
"union_peak_13524","chr16",59515226,59515769,"DEF"
"union_peak_13529","chr16",59599811,59600977,"A"
"union_peak_13603","chr16",77108354,77109408,"AB"
"union_peak_13616","chr16",78524447,78525301,"B"
"union_peak_13618","chr16",78537167,78538585,"B"
"union_peak_13627","chr16",78595643,78596902,"DEF"
"union_peak_13628","chr16",78605835,78607316,"AB"
"union_peak_13632","chr16",84602139,84603257,"BC"
"union_peak_13654","chr16",87660921,87662317,"D"
"union_peak_13658","chr16",87725839,87726912,"DEF"
"union_peak_13665","chr16",89848567,89849624,"AC"
"union_peak_13692","chr16",91056150,91057214,"DE"
"union_peak_13698","chr16",91366323,91367418,"A"
"union_peak_13704","chr16",91423850,91424674,"A"
"union_peak_13709","chr16",91447981,91448442,"E"
"union_peak_13719","chr16",91522200,91523419,"DE"
"union_peak_13721","chr16",91545460,91546797,"D"
"union_peak_13723","chr16",91561929,91562647,"AB"
"union_peak_13724","chr16",91587609,91588444,"A"
"union_peak_13735","chr16",91780446,91781656,"C"
"union_peak_13738","chr16",91795842,91796440,"A"
"union_peak_13763","chr16",92824034,92824599,"B"
"union_peak_13765","chr16",92863847,92864814,"AB"
"union_peak_13770","chr16",93245892,93246961,"A"
"union_peak_13772","chr16",93391902,93392838,"AB"
"union_peak_13780","chr16",93585260,93586893,"AB"
"union_peak_13788","chr16",93776954,93778267,"AC"
"union_peak_13789","chr16",93787065,93789130,"A"
"union_peak_13798","chr16",94185110,94185930,"DE"
"union_peak_13802","chr16",94254288,94255199,"DEF"
"union_peak_13808","chr16",94369903,94371423,"D"
"union_peak_13828","chr16",95188924,95189868,"DE"
"union_peak_13829","chr16",95262735,95263631,"DEF"
"union_peak_13830","chr16",95283982,95284690,"DEF"
"union_peak_13838","chr16",95749221,95750771,"DEF"
"union_peak_13839","chr16",95769852,95770462,"DEF"
"union_peak_13840","chr16",95778670,95779703,"DEF"
"union_peak_13841","chr16",95797778,95799277,"DE"
"union_peak_13842","chr16",95815691,95816705,"DEF"
"union_peak_13843","chr16",95827197,95828003,"DEF"
"union_peak_13844","chr16",95860639,95861342,"DEF"
"union_peak_13845","chr16",95869280,95870000,"DEF"
"union_peak_13856","chr16",96089511,96090218,"B"
"union_peak_13858","chr16",96127145,96128744,"D"
"union_peak_13862","chr16",96272921,96273993,"A"
"union_peak_13870","chr16",97467769,97469023,"ABC"
"union_peak_13899","chr17",5016812,5018067,"AB"
"union_peak_13900","chr17",5088818,5089994,"DEF"
"union_peak_13910","chr17",5406311,5407351,"DE"
"union_peak_13913","chr17",5491242,5492056,"DE"
"union_peak_13920","chr17",5885057,5885951,"DEF"
"union_peak_13926","chr17",6007909,6009126,"B"
"union_peak_13953","chr17",6861052,6862481,"AB"
"union_peak_13962","chr17",7169402,7170588,"D"
"union_peak_14003","chr17",12307344,12308354,"D"
"union_peak_14006","chr17",12363638,12364801,"AB"
"union_peak_14012","chr17",12727552,12728569,"AC"
"union_peak_14056","chr17",15821517,15822291,"DEF"
"union_peak_14057","chr17",15826213,15826846,"DE"
"union_peak_14075","chr17",17635785,17636917,"DE"
"union_peak_14093","chr17",21214223,21215026,"AB"
"union_peak_14138","chr17",23610180,23611008,"E"
"union_peak_14139","chr17",23616866,23617602,"DE"
"union_peak_14140","chr17",23620107,23620926,"DE"
"union_peak_14175","chr17",24348961,24350072,"ABC"
"union_peak_14214","chr17",25247738,25248690,"A"
"union_peak_14223","chr17",25583586,25584559,"AB"
"union_peak_14251","chr17",26227496,26228868,"DE"
"union_peak_14252","chr17",26234204,26235436,"E"
"union_peak_14256","chr17",26370323,26371025,"D"
"union_peak_14285","chr17",27322711,27324000,"D"
"union_peak_14288","chr17",27405148,27406359,"ABC"
"union_peak_14333","chr17",28365830,28366644,"A"
"union_peak_14350","chr17",28590797,28591365,"A"
"union_peak_14381","chr17",29065172,29066626,"ABC"
"union_peak_14386","chr17",29152358,29153151,"E"
"union_peak_14387","chr17",29155587,29156453,"DEF"
"union_peak_14394","chr17",29279938,29281117,"DE"
"union_peak_14404","chr17",29428807,29429606,"DE"
"union_peak_14412","chr17",29502806,29503781,"ABC"
"union_peak_14416","chr17",29533641,29534276,"D"
"union_peak_14427","chr17",29979625,29980593,"E"
"union_peak_14431","chr17",30026973,30028068,"DEF"
"union_peak_14433","chr17",30046475,30047669,"DEF"
"union_peak_14434","chr17",30053648,30054505,"DE"
"union_peak_14435","chr17",30103435,30104513,"A"
"union_peak_14442","chr17",30362979,30364694,"D"
"union_peak_14451","chr17",31039294,31040267,"DE"
"union_peak_14459","chr17",31077430,31078050,"E"
"union_peak_14460","chr17",31136211,31137340,"A"
"union_peak_14481","chr17",31692850,31694009,"D"
"union_peak_14486","chr17",31830499,31831441,"AC"
"union_peak_14498","chr17",32160806,32161834,"AB"
"union_peak_14503","chr17",32276872,32277633,"DE"
"union_peak_14523","chr17",32880348,32881287,"D"
"union_peak_14538","chr17",33456268,33457458,"E"
"union_peak_14543","chr17",33563354,33564320,"AC"
"union_peak_14574","chr17",33947649,33948221,"DEF"
"union_peak_14633","chr17",34680862,34681556,"A"
"union_peak_14637","chr17",34896240,34896729,"D"
"union_peak_14662","chr17",35178608,35179403,"A"
"union_peak_14663","chr17",35179750,35180709,"A"
"union_peak_14671","chr17",35222295,35222980,"ABC"
"union_peak_14672","chr17",35230821,35231690,"ABC"
"union_peak_14673","chr17",35232515,35233816,"AB"
"union_peak_14676","chr17",35246001,35246794,"ABC"
"union_peak_14687","chr17",35392150,35393252,"ABC"
"union_peak_14689","chr17",35422764,35423714,"AB"
"union_peak_14694","chr17",35437362,35438103,"ABC"
"union_peak_14696","chr17",35468278,35469869,"ABC"
"union_peak_14701","chr17",35526590,35527262,"A"
"union_peak_14704","chr17",35590344,35591391,"A"
"union_peak_14710","chr17",35731177,35732247,"E"
"union_peak_14711","chr17",35734194,35735095,"DE"
"union_peak_14713","chr17",35741525,35742535,"A"
"union_peak_14715","chr17",35755089,35755877,"C"
"union_peak_14774","chr17",36971297,36973231,"BC"
"union_peak_14790","chr17",44121048,44122240,"E"
"union_peak_14794","chr17",44455920,44456490,"C"
"union_peak_14795","chr17",44463381,44464195,"ABC"
"union_peak_14796","chr17",44555886,44557868,"ABC"
"union_peak_14797","chr17",44566747,44567542,"C"
"union_peak_14800","chr17",44608647,44609692,"ABC"
"union_peak_14801","chr17",44612270,44612869,"ABC"
"union_peak_14808","chr17",44702312,44703532,"BC"
"union_peak_14825","chr17",45488201,45489431,"E"
"union_peak_14843","chr17",46073549,46074218,"D"
"union_peak_14895","chr17",47292870,47293961,"ABC"
"union_peak_14913","chr17",47564416,47565187,"A"
"union_peak_14931","chr17",47942880,47943731,"A"
"union_peak_14937","chr17",48299959,48301418,"E"
"union_peak_14939","chr17",48331991,48333283,"AC"
"union_peak_14942","chr17",48425714,48426482,"AB"
"union_peak_14943","chr17",48426776,48428547,"AB"
"union_peak_14953","chr17",50069816,50070773,"ABC"
"union_peak_14954","chr17",50071084,50072182,"AB"
"union_peak_14955","chr17",50083637,50084596,"A"
"union_peak_14967","chr17",50310016,50311091,"F"
"union_peak_14972","chr17",50484614,50485664,"E"
"union_peak_14982","chr17",50570211,50571477,"AB"
"union_peak_14993","chr17",51395742,51396576,"C"
"union_peak_14996","chr17",51732444,51733318,"DE"
"union_peak_14998","chr17",51759915,51760610,"B"
"union_peak_15000","chr17",51788917,51789674,"DE"
"union_peak_15001","chr17",51799575,51800665,"DE"
"union_peak_15002","chr17",51805166,51805786,"E"
"union_peak_15012","chr17",51879059,51880550,"DE"
"union_peak_15015","chr17",51905975,51906917,"DE"
"union_peak_15025","chr17",52448449,52449231,"DEF"
"union_peak_15027","chr17",52468052,52469297,"DE"
"union_peak_15055","chr17",56117904,56119598,"AB"
"union_peak_15089","chr17",56884730,56886049,"DE"
"union_peak_15093","chr17",56912879,56913870,"AB"
"union_peak_15097","chr17",56957640,56958683,"A"
"union_peak_15107","chr17",57125682,57126620,"A"
"union_peak_15108","chr17",57182763,57183587,"ABC"
"union_peak_15109","chr17",57188532,57189463,"A"
"union_peak_15120","chr17",62857021,62858173,"DE"
"union_peak_15122","chr17",63295230,63296487,"DEF"
"union_peak_15126","chr17",63405050,63406150,"DE"
"union_peak_15134","chr17",64617472,64618411,"ABC"
"union_peak_15140","chr17",64858584,64859593,"EF"
"union_peak_15175","chr17",70973116,70974454,"DE"
"union_peak_15189","chr17",71287644,71288748,"ABC"
"union_peak_15230","chr17",73161664,73164298,"E"
"union_peak_15241","chr17",73812914,73813727,"D"
"union_peak_15249","chr17",73904817,73905608,"DEF"
"union_peak_15255","chr17",74139734,74140921,"AB"
"union_peak_15295","chr17",79092973,79094001,"E"
"union_peak_15300","chr17",79379071,79380137,"ABC"
"union_peak_15308","chr17",79964611,79965640,"DE"
"union_peak_15314","chr17",80112390,80113466,"ABC"
"union_peak_15322","chr17",80167737,80168458,"A"
"union_peak_15323","chr17",80169690,80170261,"A"
"union_peak_15330","chr17",80323237,80324237,"E"
"union_peak_15334","chr17",80441021,80442465,"DEF"
"union_peak_15337","chr17",80479014,80479782,"DE"
"union_peak_15341","chr17",80520980,80522501,"E"
"union_peak_15345","chr17",80632128,80633084,"AB"
"union_peak_15347","chr17",80762264,80763256,"DE"
"union_peak_15348","chr17",80772175,80773386,"DE"
"union_peak_15351","chr17",83157424,83159059,"A"
"union_peak_15369","chr17",83633990,83634610,"A"
"union_peak_15382","chr17",83799291,83800463,"EF"
"union_peak_15387","chr17",83830912,83832987,"AB"
"union_peak_15401","chr17",83995869,83996614,"A"
"union_peak_15404","chr17",84006742,84007219,"DE"
"union_peak_15408","chr17",84025521,84026596,"E"
"union_peak_15413","chr17",84063833,84064624,"A"
"union_peak_15422","chr17",84226073,84227003,"AB"
"union_peak_15423","chr17",84239475,84240340,"E"
"union_peak_15426","chr17",84272343,84273671,"DE"
"union_peak_15435","chr17",84408061,84409902,"D"
"union_peak_15438","chr17",84435262,84436498,"ABC"
"union_peak_15441","chr17",84631783,84632774,"DE"
"union_peak_15442","chr17",84633159,84634085,"DE"
"union_peak_15446","chr17",84855222,84856426,"D"
"union_peak_15460","chr17",86122766,86123820,"ABC"
"union_peak_15464","chr17",86187632,86188522,"B"
"union_peak_15473","chr17",86434575,86435905,"D"
"union_peak_15478","chr17",86495292,86496571,"A"
"union_peak_15485","chr17",86801564,86802513,"E"
"union_peak_15487","chr17",86880323,86881205,"A"
"union_peak_15488","chr17",86903549,86904778,"A"
"union_peak_15494","chr17",86971116,86971718,"AB"
"union_peak_15511","chr17",87459550,87460143,"A"
"union_peak_15524","chr17",88111785,88113973,"ABC"
"union_peak_15525","chr17",88123570,88124733,"BC"
"union_peak_15553","chr18",4251705,4252962,"ABC"
"union_peak_15563","chr18",4347505,4348510,"ABC"
"union_peak_15564","chr18",4349603,4350142,"AB"
"union_peak_15576","chr18",5593039,5594510,"DE"
"union_peak_15583","chr18",6106252,6107309,"D"
"union_peak_15597","chr18",7409830,7410874,"DEF"
"union_peak_15619","chr18",11235556,11236833,"ABC"
"union_peak_15640","chr18",12634219,12635254,"ABC"
"union_peak_15641","chr18",12636642,12637266,"ABC"
"union_peak_15642","chr18",12640238,12640834,"ABC"
"union_peak_15643","chr18",12642715,12643657,"ABC"
"union_peak_15658","chr18",14653510,14654501,"ABC"
"union_peak_15660","chr18",14666787,14667715,"DE"
"union_peak_15661","chr18",14675634,14676391,"B"
"union_peak_15673","chr18",20868872,20869996,"B"
"union_peak_15680","chr18",20958172,20958935,"D"
"union_peak_15689","chr18",23733695,23735335,"AB"
"union_peak_15696","chr18",23810827,23811579,"A"
"union_peak_15697","chr18",23828145,23829413,"ABC"
"union_peak_15698","chr18",23841658,23843410,"ABC"
"union_peak_15699","chr18",23912729,23913719,"A"
"union_peak_15710","chr18",24185392,24186169,"A"
"union_peak_15720","chr18",24674578,24675414,"B"
"union_peak_15733","chr18",31806627,31807566,"DE"
"union_peak_15749","chr18",32597759,32598755,"DEF"
"union_peak_15779","chr18",34578814,34579895,"E"
"union_peak_15788","chr18",34827014,34828131,"DE"
"union_peak_15812","chr18",35776124,35777021,"DE"
"union_peak_15818","chr18",35849400,35850459,"E"
"union_peak_15838","chr18",36511977,36512935,"B"
"union_peak_15843","chr18",36673131,36673670,"B"
"union_peak_15845","chr18",36701568,36702307,"A"
"union_peak_15892","chr18",38996671,38997522,"ABC"
"union_peak_15893","chr18",39008570,39009617,"ABC"
"union_peak_15894","chr18",39010315,39010916,"ABC"
"union_peak_15895","chr18",39011446,39012037,"AB"
"union_peak_15897","chr18",39020464,39021317,"A"
"union_peak_15907","chr18",39137364,39138107,"ABC"
"union_peak_15908","chr18",39140435,39142276,"ABC"
"union_peak_15909","chr18",39145038,39145673,"AB"
"union_peak_15911","chr18",39250391,39251403,"A"
"union_peak_15912","chr18",39281584,39282852,"ABC"
"union_peak_15919","chr18",39718805,39719936,"A"
"union_peak_15922","chr18",40231029,40231972,"EF"
"union_peak_15925","chr18",41979290,41980040,"DEF"
"union_peak_15929","chr18",42589274,42591280,"ABC"
"union_peak_15956","chr18",49770532,49771527,"DE"
"union_peak_15993","chr18",55548495,55549359,"DEF"
"union_peak_15996","chr18",55681223,55681923,"DEF"
"union_peak_15999","chr18",56335306,56336892,"AB"
"union_peak_16004","chr18",56399207,56400285,"C"
"union_peak_16005","chr18",56412438,56413583,"D"
"union_peak_16018","chr18",56504317,56505592,"D"
"union_peak_16031","chr18",56733694,56734603,"ABC"
"union_peak_16037","chr18",56871437,56872241,"AB"
"union_peak_16043","chr18",57249042,57250203,"B"
"union_peak_16049","chr18",58509684,58510440,"DEF"
"union_peak_16074","chr18",61187765,61188642,"D"
"union_peak_16088","chr18",62151475,62152351,"D"
"union_peak_16118","chr18",65318777,65319574,"DE"
"union_peak_16131","chr18",65697370,65698924,"AB"
"union_peak_16134","chr18",65818764,65819650,"DE"
"union_peak_16152","chr18",67258163,67258779,"ABC"
"union_peak_16154","chr18",67279956,67281249,"AB"
"union_peak_16157","chr18",67307555,67308992,"ABC"
"union_peak_16159","chr18",67440831,67441740,"ABC"
"union_peak_16165","chr18",67670886,67672295,"AB"
"union_peak_16166","chr18",67687873,67689065,"AB"
"union_peak_16170","chr18",67732914,67734490,"A"
"union_peak_16174","chr18",67869599,67870414,"A"
"union_peak_16175","chr18",67882564,67883734,"ABC"
"union_peak_16178","chr18",67966491,67967471,"DE"
"union_peak_16188","chr18",68226782,68228264,"D"
"union_peak_16191","chr18",68286537,68288097,"DE"
"union_peak_16194","chr18",68951654,68952632,"E"
"union_peak_16195","chr18",68968849,68969924,"DEF"
"union_peak_16219","chr18",70631875,70634141,"ABC"
"union_peak_16223","chr18",73541138,73542572,"B"
"union_peak_16224","chr18",73548057,73549165,"ABC"
"union_peak_16233","chr18",73764717,73765609,"ABC"
"union_peak_16256","chr18",75043447,75044475,"C"
"union_peak_16257","chr18",75215003,75216181,"AB"
"union_peak_16262","chr18",75304264,75305315,"D"
"union_peak_16263","chr18",75321841,75322927,"DE"
"union_peak_16269","chr18",75373893,75374281,"D"
"union_peak_16274","chr18",75419128,75420377,"DE"
"union_peak_16276","chr18",75428251,75428821,"ABC"
"union_peak_16304","chr18",77746477,77747590,"AB"
"union_peak_16314","chr18",79063501,79064937,"ABC"
"union_peak_16316","chr18",79079613,79080493,"A"
"union_peak_16323","chr18",79300649,79301176,"A"
"union_peak_16339","chr18",80494829,80495918,"ABC"
"union_peak_16341","chr18",80535717,80536705,"AB"
"union_peak_16350","chr18",80684033,80685083,"ABC"
"union_peak_16361","chr18",80738145,80738870,"DEF"
"union_peak_16366","chr18",81210724,81211303,"DEF"
"union_peak_16371","chr18",81422509,81423836,"ABC"
"union_peak_16379","chr18",81571757,81572679,"DEF"
"union_peak_16380","chr18",81862985,81864207,"DEF"
"union_peak_16383","chr18",82244418,82245458,"BC"
"union_peak_16394","chr18",82528776,82529298,"AB"
"union_peak_16397","chr18",82559196,82560553,"B"
"union_peak_16409","chr18",82912973,82914235,"DE"
"union_peak_16414","chr18",84302254,84303140,"DE"
"union_peak_16423","chr18",84873839,84874759,"E"
"union_peak_16432","chr18",88924307,88925240,"C"
"union_peak_16434","chr18",88975403,88976061,"C"
"union_peak_16447","chr18",89233355,89234271,"AB"
"union_peak_16448","chr18",89237870,89238838,"AB"
"union_peak_16451","chr18",89304121,89305258,"ABC"
"union_peak_16452","chr18",89325382,89326516,"F"
"union_peak_16473","chr19",3730728,3731848,"DE"
"union_peak_16561","chr19",5459832,5460550,"F"
"union_peak_16571","chr19",5571599,5572700,"AB"
"union_peak_16579","chr19",5703900,5705409,"AB"
"union_peak_16580","chr19",5726023,5727968,"AB"
"union_peak_16616","chr19",6293203,6293970,"E"
"union_peak_16629","chr19",6686732,6688028,"AB"
"union_peak_16697","chr19",8990528,8991662,"AB"
"union_peak_16708","chr19",9103874,9104472,"A"
"union_peak_16711","chr19",9116086,9117058,"ABC"
"union_peak_16747","chr19",10771757,10772368,"DEF"
"union_peak_16754","chr19",10815651,10816706,"ABC"
"union_peak_16759","chr19",10841564,10842566,"A"
"union_peak_16786","chr19",11418792,11419806,"AB"
"union_peak_16806","chr19",11516498,11517577,"E"
"union_peak_16812","chr19",11571238,11572436,"B"
"union_peak_16819","chr19",11806940,11807914,"DE"
"union_peak_16826","chr19",12026305,12027491,"ABC"
"union_peak_16830","chr19",12478915,12479783,"ABC"
"union_peak_16833","chr19",12541094,12542429,"E"
"union_peak_16837","chr19",12576567,12577118,"B"
"union_peak_16843","chr19",12805642,12806621,"ABC"
"union_peak_16849","chr19",14386603,14388901,"AB"
"union_peak_16865","chr19",14695065,14696066,"DE"
"union_peak_16881","chr19",17168055,17168774,"A"
"union_peak_16889","chr19",18590731,18591897,"ABC"
"union_peak_16890","chr19",18597888,18599814,"ABC"
"union_peak_16891","chr19",18602850,18603521,"ABC"
"union_peak_16892","chr19",18606297,18606855,"BC"
"union_peak_16896","chr19",18646555,18647220,"A"
"union_peak_16903","chr19",20389325,20390656,"A"
"union_peak_16904","chr19",20409252,20410688,"AB"
"union_peak_16917","chr19",21771333,21772326,"ABC"
"union_peak_16920","chr19",21863263,21864234,"AB"
"union_peak_16921","chr19",21865614,21867186,"ABC"
"union_peak_16922","chr19",21896961,21898130,"AB"
"union_peak_16923","chr19",21912792,21914549,"ABC"
"union_peak_16936","chr19",24526809,24527984,"A"
"union_peak_16939","chr19",24983634,24984997,"ABC"
"union_peak_16965","chr19",29142071,29143037,"EF"
"union_peak_16973","chr19",29270541,29272533,"ABC"
"union_peak_16976","chr19",29340792,29342766,"ABC"
"union_peak_16977","chr19",29346868,29347989,"AB"
